nation	o_year	sum_profit
INDONESIA	1993	462826658.4740
INDONESIA	1992	463354765.2963
IRAN	1998	274592458.3679
IRAN	1997	462639980.7003
IRAN	1996	467756380.2672
IRAN	1995	467718388.7085
IRAN	1994	461816623.1587
IRAN	1993	469003148.4449
IRAN	1992	473977681.3566
IRAQ	1998	279602986.5221
IRAQ	1997	476565495.1327
IRAQ	1996	480000986.1457
IRAQ	1995	475691954.6097
IRAQ	1994	480309912.7591
IRAQ	1993	470103793.0743
IRAQ	1992	484865724.9372
JAPAN	1998	268135378.4044
JAPAN	1997	459442459.5769
JAPAN	1996	462028091.8237
JAPAN	1995	457529506.5858
JAPAN	1994	458413488.1229
JAPAN	1993	458928496.0870
JAPAN	1992	461043455.8167
JORDAN	1998	268944422.3753
JORDAN	1997	456319000.8852
JORDAN	1996	451731545.4302
JORDAN	1995	458410066.6927
JORDAN	1994	455271033.7204
JORDAN	1993	454475399.4755
JORDAN	1992	458548310.9438
KENYA	1998	268198646.8294
KENYA	1997	466214182.3531
KENYA	1996	465476863.3939
KENYA	1995	467111665.6978
KENYA	1994	470244581.8622
KENYA	1993	470049404.8214
KENYA	1992	471319075.2688
MOROCCO	1998	272022130.8600
MOROCCO	1997	463768794.3298
MOROCCO	1996	468258171.1547
MOROCCO	1995	462655916.5946
MOROCCO	1994	467806397.7359
MOROCCO	1993	468398900.2483
MOROCCO	1992	465336110.9400
MOZAMBIQUE	1998	272160747.6171
MOZAMBIQUE	1997	462091105.4530
MOZAMBIQUE	1996	461708667.5588
MOZAMBIQUE	1995	465999721.1441
MOZAMBIQUE	1994	453913173.4070
MOZAMBIQUE	1993	460394834.4409
MOZAMBIQUE	1992	460681651.7115
PERU	1998	267944763.7127
PERU	1997	455538692.2634
PERU	1996	457215265.5132
PERU	1995	469774075.2920
PERU	1994	455537966.7033
PERU	1993	455852114.6791
PERU	1992	461216815.5719
ROMANIA	1998	273332932.9984
ROMANIA	1997	476708525.6653
ROMANIA	1996	476036240.2054
ROMANIA	1995	473641299.3862
ROMANIA	1994	472677105.0223
ROMANIA	1993	478572202.5022
ROMANIA	1992	470368261.3099
RUSSIA	1998	279632372.4273
RUSSIA	1997	471387559.0515
RUSSIA	1996	480450857.2453
RUSSIA	1995	482717452.3923
RUSSIA	1994	479107693.7901
RUSSIA	1993	469783562.5217
RUSSIA	1992	475956692.6624
SAUDI ARABIA	1998	276418348.2225
SAUDI ARABIA	1997	464104850.7810
SAUDI ARABIA	1996	471899857.1686
SAUDI ARABIA	1995	469746539.2873
SAUDI ARABIA	1994	471299751.3877
SAUDI ARABIA	1993	470565718.9421
SAUDI ARABIA	1992	472955653.9536
UNITED KINGDOM	1998	267879562.1276
UNITED KINGDOM	1997	457411537.5203
UNITED KINGDOM	1996	456358210.3925
UNITED KINGDOM	1995	456843021.1384
UNITED KINGDOM	1994	451075866.7963
UNITED KINGDOM	1993	451682356.0271
UNITED KINGDOM	1992	453753900.0288
UNITED STATES	1998	282263050.6624
UNITED STATES	1997	470966384.0420
UNITED STATES	1996	477896551.6190
UNITED STATES	1995	470438719.9061
UNITED STATES	1994	476234831.5852
UNITED STATES	1993	480184429.2119
UNITED STATES	1992	474949053.1789
VIETNAM	1998	270627564.2067
VIETNAM	1997	466731028.8149
VIETNAM	1996	467881573.1475
VIETNAM	1995	464884431.8888
VIETNAM	1994	464619902.8235
VIETNAM	1993	462156397.5675
VIETNAM	1992	455455352.2047
id	select_type	table	partitions	type	possible_keys	key	key_len	ref	rows	filtered	Extra
1	SIMPLE	part	NULL	ALL	PRIMARY	NULL	NULL	NULL	2000000	11.11	Using where; Using temporary; Using filesort
1	SIMPLE	partsupp	NULL	ref	PRIMARY,i_ps_partkey,i_ps_suppkey	PRIMARY	4	dbt3_sf10.part.p_partkey	4	100.00	NULL
1	SIMPLE	supplier	NULL	eq_ref	PRIMARY,i_s_nationkey	PRIMARY	4	dbt3_sf10.partsupp.ps_suppkey	1	100.00	Using where
1	SIMPLE	nation	NULL	eq_ref	PRIMARY	PRIMARY	4	dbt3_sf10.supplier.s_nationkey	1	100.00	NULL
1	SIMPLE	lineitem	NULL	ref	PRIMARY,i_l_orderkey,i_l_partkey,i_l_suppkey,i_l_partkey_suppkey	i_l_partkey_suppkey	10	dbt3_sf10.part.p_partkey,dbt3_sf10.partsupp.ps_suppkey	7	100.00	NULL
1	SIMPLE	orders	NULL	eq_ref	PRIMARY	PRIMARY	4	dbt3_sf10.lineitem.l_orderkey	1	100.00	NULL
Variable_name	Value
Last_query_cost	18956540.526128
t (s)	sql_text
39.676170160	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.789311837	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.674431875	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.852675418	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.752894530	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.649989483	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.817229632	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
39.662230683	select\n\tnation,\n\to_year,\n\tsum(amount) as sum_profit\nfrom\n\t(\n\t\tselect\n\t\t\tn_name as nation,\n\t\t\textract(year from o_orderdate) as o_year,\n\t\t\tl_extendedprice * (1 - l_discount) - ps_supplycost * l_quantity as amount\n\t\tfrom\n\t\t\tpart,\n\t\t\tsupplier,\n\t\t\tlineitem,\n\t\t\tpartsupp,\n\t\t\torders,\n\t\t\tnation\n\t\twhere\n\t\t\ts_suppkey = l_suppkey\n\t\t\tand ps_suppkey = l_suppkey\n\t\t\tand ps_partkey = l_partkey\n\t\t\tand p_partkey = l_partkey\n\t\t\tand o_orderkey = l_orderkey\n\t\t\tand s_nationkey = n_nationkey\n\t\t\tand p_name like '%orange%'\n\t) as profit\ngroup by\n\tnation,\n\to_year\norder by\n\tnation,\n\to_year desc
avg	CoV
39.7343667022500	0.0018563980649584592
